timestamp__to_date,referrer_type,source_medium,campaign_name,campaign_content,session_entry_url,visitor_returning,location_country_name,operating_system,device_type,location_city_name,events,visitors,sessions,page_views,ecommerce_conversions,cart_additions,ecommerce_abandoned_carts,consents_none,consents_full
2021-01-19,"[7, 'Social']",,,,https://banking.demopiwikpro.com/,"[1, 'Returning']","['CN', 'China']","['UBT', 'Ubuntu']","[0, 'Desktop']","[1801792, 'Luoyang']",39,1,1,10,0,0,0,0,0
2021-01-26,"[6, 'Campaign']",video / cpv,your first loan,,https://banking.demopiwikpro.com/loans/,"[1, 'Returning']","['MA', 'Morocco']","['WPH', 'Windows Phone']","[1, 'Smartphone']","[2553604, 'Casablanca']",39,1,1,7,0,0,0,0,1
2021-02-15,"[3, 'Website']",www.economist.com / referral,,,https://banking.demopiwikpro.com/landing-page/,"[1, 'Returning']","['RU', 'Russia']","['WIN', 'Windows']","[0, 'Desktop']","[524901, 'Moscow']",39,1,1,12,0,0,0,1,0
2021-02-18,"[1, 'Direct entry']",direct / direct,,,https://banking.demopiwikpro.com/credit-cards/,"[1, 'Returning']","['KR', 'South Korea']","['AND', 'Android']","[1, 'Smartphone']","[1841975, 'Gurye-gun']",39,1,1,12,0,0,0,0,1
2021-03-13,"[1, 'Direct entry']",direct / direct,,,https://banking.demopiwikpro.com/landing-page/?uid=paul.palacios226@kmail.com,"[1, 'Returning']","['IL', 'Israel']","['UBT', 'Ubuntu']","[0, 'Desktop']","[293397, 'Tel Aviv']",39,1,1,17,0,0,0,0,0
2021-01-10,"[3, 'Website']",www.economist.com / referral,,,https://banking.demopiwikpro.com/credit-cards/,"[1, 'Returning']","['CA', 'Canada']","['AND', 'Android']","[1, 'Smartphone']","[6118158, 'Red Deer']",38,1,1,10,0,0,0,0,0
2021-01-14,"[3, 'Website']",www.wsj.com / referral,,,https://banking.demopiwikpro.com/landing-page/,"[1, 'Returning']","['US', 'United States']","['AND', 'Android']","[2, 'Tablet']","[0, '']",38,1,1,12,0,0,0,0,0
2021-01-22,"[1, 'Direct entry']",direct / direct,,,https://banking.demopiwikpro.com/blog/,"[1, 'Returning']","['AU', 'Australia']","['IOS', 'iOS']","[1, 'Smartphone']","[2172517, 'Canberra']",38,1,1,15,0,0,0,0,0
2021-01-24,"[7, 'Social']",,,,https://banking.demopiwikpro.com/insurances/,"[1, 'Returning']","['BR', 'Brazil']","['AND', 'Android']","[1, 'Smartphone']","[3448439, '']",38,1,1,9,0,0,0,1,0
2021-01-24,"[3, 'Website']",www.economist.com / referral,,,https://banking.demopiwikpro.com/credit-cards/,"[1, 'Returning']","['US', 'United States']","['AND', 'Android']","[1, 'Smartphone']","[0, '']",38,1,1,17,0,0,0,0,0
2021-01-31,"[6, 'Campaign']",video / cpv,your first loan,,https://banking.demopiwikpro.com/loans/,"[1, 'Returning']","['UA', 'Ukraine']","['AND', 'Android']","[1, 'Smartphone']","[706483, 'Kharkiv']",38,1,1,13,0,0,0,0,1
2021-02-02,"[7, 'Social']",,,,https://banking.demopiwikpro.com/insurances/,"[1, 'Returning']","['US', 'United States']","['AND', 'Android']","[5, 'TV']","[0, '']",38,1,1,18,0,0,0,0,0
2021-02-03,"[7, 'Social']",,,,https://banking.demopiwikpro.com/landing-page/,"[1, 'Returning']","['DK', 'Denmark']","['LIN', 'GNU/Linux']","[2, 'Tablet']","[2611720, 'Tilst']",38,1,1,5,0,0,0,0,0
2021-02-09,"[6, 'Campaign']",video / cpv,your first loan,,https://banking.demopiwikpro.com/loans/,"[1, 'Returning']","['AU', 'Australia']","['WIN', 'Windows']","[0, 'Desktop']","[2158177, 'Melbourne']",38,1,1,22,0,0,0,0,0
2021-02-15,"[2, 'Search engine']",google / organic,,,https://banking.demopiwikpro.com/insurances/,"[1, 'Returning']","['SG', 'Singapore']","[None, '']","[None, None]","[0, '']",38,1,1,23,0,0,0,1,0
2021-02-23,"[2, 'Search engine']",google / organic,,,https://banking.demopiwikpro.com/loans/,"[1, 'Returning']","['CN', 'China']","['AND', 'Android']","[5, 'TV']","[8395548, 'Xieqiao']",38,1,1,13,0,0,0,0,1
2021-02-24,"[6, 'Campaign']",adwords / cpc,car loan,,https://banking.demopiwikpro.com/loans/,"[1, 'Returning']","['NL', 'Netherlands']","['COS', 'Chrome OS']","[0, 'Desktop']","[0, '']",38,1,1,16,0,0,0,0,1
2021-03-03,"[2, 'Search engine']",bing / organic,,,https://banking.demopiwikpro.com/blog/,"[1, 'Returning']","['US', 'United States']","['AND', 'Android']","[10, 'Phablet']","[0, '']",38,1,1,10,0,0,0,0,1
2021-03-08,"[3, 'Website']",www.wsj.com / referral,,,https://banking.demopiwikpro.com/insurances/,"[1, 'Returning']","['IE', 'Ireland']","['AND', 'Android']","[2, 'Tablet']","[0, '']",38,1,1,2,0,0,0,0,1
2021-03-30,"[6, 'Campaign']",adwords / cpc,car loan,,https://banking.demopiwikpro.com/,"[1, 'Returning']","['TW', 'Taiwan']","['UBT', 'Ubuntu']","[0, 'Desktop']","[1668399, 'Taichung']",38,1,1,12,0,0,0,1,0
2021-01-03,"[7, 'Social']",,,,https://banking.demopiwikpro.com/insurances/,"[1, 'Returning']","['DE', 'Germany']","['IOS', 'iOS']","[1, 'Smartphone']","[0, '']",37,1,1,6,0,0,0,0,0
2021-01-12,"[3, 'Website']",www.forbes.com / referral,,,https://banking.demopiwikpro.com/landing-page/,"[1, 'Returning']","['NL', 'Netherlands']","['AND', 'Android']","[2, 'Tablet']","[0, '']",37,1,1,10,0,0,0,0,1
2021-01-25,"[7, 'Social']",,,,https://banking.demopiwikpro.com/loans/,"[1, 'Returning']","['FR', 'France']","['IOS', 'iOS']","[1, 'Smartphone']","[2988507, 'Paris']",37,1,1,7,0,0,0,0,1
2021-01-30,"[7, 'Social']",,,,https://banking.demopiwikpro.com/loans/,"[1, 'Returning']","[None, '']","['AND', 'Android']","[2, 'Tablet']","[0, '']",37,1,1,7,0,0,0,1,0
2021-02-05,"[7, 'Social']",,,,https://banking.demopiwikpro.com/insurances/,"[1, 'Returning']","['US', 'United States']","['WPH', 'Windows Phone']","[1, 'Smartphone']","[5354819, 'Hacienda Heights']",37,1,1,12,0,0,0,0,0
2021-02-13,"[6, 'Campaign']",video / cpv,your first loan,,https://banking.demopiwikpro.com/,"[1, 'Returning']","['DE', 'Germany']","['ATV', 'tvOS']","[5, 'TV']","[6557617, 'Schloss Holte-Stukenbrock']",37,1,1,22,0,0,0,0,0
2021-02-16,"[7, 'Social']",direct / referral,car loan,,https://banking.demopiwikpro.com/landing-page-loans/,"[1, 'Returning']","['US', 'United States']","['IPA', 'iPadOS']","[8, 'Camera']","[0, '']",37,1,1,0,0,2,1,0,0
2021-02-17,"[6, 'Campaign']",adwords / cpc,car loan,,https://banking.demopiwikpro.com/credit-cards/,"[1, 'Returning']","['BD', 'Bangladesh']","['UBT', 'Ubuntu']","[0, 'Desktop']","[0, '']",37,1,1,4,0,0,0,0,1
2021-03-12,"[6, 'Campaign']",banner / cpc,the best saving account,,https://banking.demopiwikpro.com/landing-page-loans/,"[1, 'Returning']","['US', 'United States']","['AND', 'Android']","[1, 'Smartphone']","[4853828, 'Des Moines']",37,1,1,13,0,0,0,0,0
2021-03-17,"[3, 'Website']",www.wsj.com / referral,,,https://banking.demopiwikpro.com/landing-page-loans/,"[1, 'Returning']","['PE', 'Peru']","['ATV', 'tvOS']","[5, 'TV']","[3936456, 'Lima']",37,1,1,9,0,0,0,0,0
2021-03-18,"[6, 'Campaign']",adwords / cpc,car loan,,https://banking.demopiwikpro.com/loans/,"[1, 'Returning']","['VN', 'Vietnam']","['AND', 'Android']","[5, 'TV']","[1566083, 'Ho Chi Minh City']",37,1,1,20,0,0,0,0,0
2021-03-18,"[6, 'Campaign']",google / cpc,car loan,,https://banking.demopiwikpro.com/landing-page/,"[1, 'Returning']","['US', 'United States']","['WN', 'WN']","[2, 'Tablet']","[0, '']",37,1,1,1,4,8,0,0,0
2021-03-28,"[6, 'Campaign']",credit_card / banner,credit card promotion,,https://banking.demopiwikpro.com/loans/,"[1, 'Returning']","['US', 'United States']","['AND', 'Android']","[1, 'Smartphone']","[0, '']",37,1,1,10,0,0,0,0,0
2021-01-12,"[6, 'Campaign']",video / cpv,your first loan,,https://banking.demopiwikpro.com/landing-page/,"[1, 'Returning']","['IT', 'Italy']","['AND', 'Android']","[1, 'Smartphone']","[3173435, 'Milan']",36,1,1,10,0,0,0,0,0
2021-01-14,"[2, 'Search engine']",google / organic,,,https://banking.demopiwikpro.com/,"[1, 'Returning']","['US', 'United States']","['AND', 'Android']","[1, 'Smartphone']","[0, '']",36,1,1,18,0,0,0,0,1
2021-01-18,"[7, 'Social']",direct / referral,,,https://banking.demopiwikpro.com/loans/,"[1, 'Returning']","['US', 'United States']","['AND', 'Android']","[6, 'Car browser']","[0, '']",36,1,1,0,1,4,1,0,0
2021-02-09,"[3, 'Website']",www.forbes.com / referral,,,https://banking.demopiwikpro.com/landing-page/,"[1, 'Returning']","['NZ', 'New Zealand']","['AND', 'Android']","[2, 'Tablet']","[2193733, 'Auckland']",36,1,1,9,0,0,0,1,0
2021-02-12,"[2, 'Search engine']",bing / organic,,,https://banking.demopiwikpro.com/landing-page-loans/,"[1, 'Returning']","['AU', 'Australia']","['AND', 'Android']","[5, 'TV']","[0, '']",36,1,1,4,0,0,0,0,1
2021-02-16,"[2, 'Search engine']",google / organic,,,https://banking.demopiwikpro.com/loans/,"[1, 'Returning']","['CN', 'China']","['AND', 'Android']","[1, 'Smartphone']","[0, '']",36,1,1,14,0,0,0,0,0
2021-02-20,"[6, 'Campaign']",credit_card / banner,credit card promotion,,https://banking.demopiwikpro.com/insurances/,"[1, 'Returning']","['US', 'United States']","['IOS', 'iOS']","[1, 'Smartphone']","[0, '']",36,1,1,11,0,0,0,1,0
2021-02-25,"[7, 'Social']",,,,https://banking.demopiwikpro.com/blog/,"[1, 'Returning']","['GT', 'Guatemala']","['ATV', 'tvOS']","[5, 'TV']","[3598132, 'Guatemala City']",36,1,1,20,0,0,0,0,0
2021-03-01,"[6, 'Campaign']",video / cpv,your first loan,,https://banking.demopiwikpro.com/insurances/,"[1, 'Returning']","[None, '']","['WIN', 'Windows']","[0, 'Desktop']","[0, '']",36,1,1,6,0,0,0,0,0
2021-03-05,"[2, 'Search engine']",bing / organic,,,https://banking.demopiwikpro.com/insurances/,"[1, 'Returning']","['CN', 'China']","['UBT', 'Ubuntu']","[0, 'Desktop']","[0, '']",36,1,1,22,0,0,0,1,0
2021-03-05,"[2, 'Search engine']",bing / organic,,,https://banking.demopiwikpro.com/landing-page/,"[1, 'Returning']","['JP', 'Japan']","['AND', 'Android']","[5, 'TV']","[1857352, 'Mie']",36,1,1,7,0,0,0,0,0
2021-03-10,"[3, 'Website']",www.wsj.com / referral,,,https://banking.demopiwikpro.com/insurances/,"[1, 'Returning']","['CN', 'China']","[None, '']","[None, None]","[8359295, 'Shuanghe']",36,1,1,12,0,0,0,0,0
2021-03-18,"[7, 'Social']",,,,https://banking.demopiwikpro.com/loans/,"[1, 'Returning']","['US', 'United States']","['COS', 'Chrome OS']","[0, 'Desktop']","[0, '']",36,1,1,15,0,0,0,1,0
2021-03-19,"[6, 'Campaign']",video / cpv,your first loan,,https://banking.demopiwikpro.com/blog/,"[1, 'Returning']","[None, '']","['IOS', 'iOS']","[1, 'Smartphone']","[0, '']",36,1,1,12,0,0,0,0,0
2021-03-22,"[6, 'Campaign']",google / cpc,your first loan,,https://banking.demopiwikpro.com/insurances/,"[1, 'Returning']","['JP', 'Japan']","['IOS', 'iOS']","[12, 'Wearable']","[0, '']",36,1,1,2,5,7,0,0,0
2021-03-24,"[3, 'Website']",www.wsj.com / referral,,,https://banking.demopiwikpro.com/blog/,"[1, 'Returning']","['RU', 'Russia']","['IOS', 'iOS']","[1, 'Smartphone']","[1512165, 'Achinsk']",36,1,1,11,0,0,0,1,0
2021-03-26,"[7, 'Social']",,,,https://banking.demopiwikpro.com/,"[1, 'Returning']","['CN', 'China']","['IOS', 'iOS']","[1, 'Smartphone']","[0, '']",36,1,1,14,0,0,0,1,0
2021-01-01,"[1, 'Direct entry']",bing / organic,,,https://banking.demopiwikpro.com/blog/,"[1, 'Returning']","['US', 'United States']","['LIN', 'GNU/Linux']","[2, 'Tablet']","[0, '']",35,1,1,1,3,7,1,0,0
2021-01-02,"[3, 'Website']",bing / direct,,,https://banking.demopiwikpro.com/landing-page-loans/,"[1, 'Returning']","[None, '']","['KBT', 'Kubuntu']","[2, 'Tablet']","[0, '']",35,1,1,1,1,8,0,0,0
2021-01-17,"[1, 'Direct entry']",direct / direct,,,https://banking.demopiwikpro.com/landing-page-loans/,"[1, 'Returning']","['CZ', 'Czechia']","['AND', 'Android']","[5, 'TV']","[3077669, 'Chotebor']",35,1,1,7,0,0,0,0,1
2021-01-24,"[3, 'Website']",www.economist.com / referral,,,https://banking.demopiwikpro.com/blog/,"[1, 'Returning']","['IE', 'Ireland']","['AND', 'Android']","[1, 'Smartphone']","[2964574, 'Dublin']",35,1,1,7,0,0,0,0,1
2021-01-30,"[1, 'Direct entry']",direct / direct,,,https://banking.demopiwikpro.com/credit-cards/?_id=68fb3e822e086400,"[1, 'Returning']","[None, '']","['AND', 'Android']","[2, 'Tablet']","[0, '']",35,1,1,20,0,0,0,0,1
2021-02-02,"[6, 'Campaign']",video / cpv,your first loan,,https://banking.demopiwikpro.com/credit-cards/,"[1, 'Returning']","['CH', 'Switzerland']","['WIN', 'Windows']","[0, 'Desktop']","[0, '']",35,1,1,13,0,0,0,0,0
2021-02-03,"[6, 'Campaign']",google / cpc,car loan,,https://banking.demopiwikpro.com/landing-page/,"[1, 'Returning']","['ZA', 'South Africa']","['WN', 'WN']","[12, 'Wearable']","[1018725, 'Bloemfontein']",35,1,1,2,2,4,0,0,0
2021-02-05,"[6, 'Campaign']",google / cpc,,,https://banking.demopiwikpro.com/,"[1, 'Returning']","['US', 'United States']","['COS', 'Chrome OS']","[12, 'Wearable']","[0, '']",35,1,1,0,1,6,0,0,0
2021-02-10,"[2, 'Search engine']",bing / organic,,,https://banking.demopiwikpro.com/landing-page-loans/,"[1, 'Returning']","['CN', 'China']","['ATV', 'tvOS']","[5, 'TV']","[0, '']",35,1,1,14,0,0,0,0,0
2021-02-10,"[7, 'Social']",,,,https://banking.demopiwikpro.com/,"[1, 'Returning']","['JP', 'Japan']","['AND', 'Android']","[5, 'TV']","[1850147, 'Tokyo']",35,1,1,12,0,0,0,1,0
2021-02-11,"[2, 'Search engine']",google / organic,,,https://banking.demopiwikpro.com/blog/,"[1, 'Returning']","[None, '']","['AND', 'Android']","[1, 'Smartphone']","[0, '']",35,1,1,17,0,0,0,0,0
2021-02-16,"[7, 'Social']",,,,https://banking.demopiwikpro.com/blog/,"[1, 'Returning']","['US', 'United States']","['IOS', 'iOS']","[1, 'Smartphone']","[0, '']",35,1,1,20,0,0,0,0,0
2021-02-21,"[6, 'Campaign']",video / cpv,your first loan,,https://banking.demopiwikpro.com/loans/,"[1, 'Returning']","['JP', 'Japan']","['AND', 'Android']","[5, 'TV']","[1853909, 'Osaka']",35,1,1,7,0,0,0,1,0
2021-03-04,"[6, 'Campaign']",credit_card / banner,credit card promotion,,https://banking.demopiwikpro.com/blog/,"[1, 'Returning']","['US', 'United States']","['AND', 'Android']","[1, 'Smartphone']","[0, '']",35,1,1,13,0,0,0,1,0
2021-03-11,"[7, 'Social']",bing / referral,,,https://banking.demopiwikpro.com/loans/,"[1, 'Returning']","['US', 'United States']","['MAC', 'Mac']","[2, 'Tablet']","[0, '']",35,1,1,0,0,1,1,0,0
2021-03-21,"[6, 'Campaign']",video / cpv,your first loan,,https://banking.demopiwikpro.com/insurances/,"[1, 'Returning']","['CA', 'Canada']","['WPH', 'Windows Phone']","[1, 'Smartphone']","[0, '']",35,1,1,9,0,0,0,0,0
2021-03-25,"[6, 'Campaign']",adwords / cpc,car loan,,https://banking.demopiwikpro.com/,"[1, 'Returning']","['US', 'United States']","['WIN', 'Windows']","[0, 'Desktop']","[0, '']",35,1,1,14,0,0,0,1,0
2021-01-01,"[7, 'Social']",,,,https://banking.demopiwikpro.com/insurances/,"[1, 'Returning']","[None, '']","[None, '']","[5, 'TV']","[0, '']",34,1,1,8,0,0,0,0,0
2021-01-28,"[6, 'Campaign']",video / cpv,your first loan,,https://banking.demopiwikpro.com/landing-page/,"[1, 'Returning']","['US', 'United States']","['ATV', 'tvOS']","[5, 'TV']","[4308163, 'Shepherdsville']",34,1,1,14,0,0,0,0,0
2021-01-29,"[1, 'Direct entry']",direct / direct,,,https://banking.demopiwikpro.com/insurances/,"[1, 'Returning']","['US', 'United States']","['UBT', 'Ubuntu']","[0, 'Desktop']","[0, '']",34,1,1,7,0,0,0,0,0
